Date,Tour,Venue,City,Order,Song
12-04-2017,No Tour Data,Zepp Nagoya,Nagoya,10,Sugar Song to Bitter Step
20-03-2017,No Tour Data,STUDIO COAST,Tokyo,1,Sakura no Ato (all quartets lead to the?)
20-03-2017,No Tour Data,STUDIO COAST,Tokyo,2,Worldwide Supergirl
20-03-2017,No Tour Data,STUDIO COAST,Tokyo,3,Bachigai Hummingbird
20-03-2017,No Tour Data,STUDIO COAST,Tokyo,4,Pandemic Sudden Death
20-03-2017,No Tour Data,STUDIO COAST,Tokyo,5,Sugar Song to Bitter Step
20-03-2017,No Tour Data,STUDIO COAST,Tokyo,6,Tengoku to Jigoku
20-03-2017,No Tour Data,STUDIO COAST,Tokyo,7,crazy birthday
20-03-2017,No Tour Data,STUDIO COAST,Tokyo,8,Cheap Cheap Endroll
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,1,mix juice no Iutouri
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,2,Linear Blue wo Kikinagara
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,3,Kimi no Moto e
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,4,Worldwide Supergirl
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,5,Cross Heart 1 Gousen (Advantage In a Long Time)
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,6,Hakoniwa Rock Show
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,7,Pandemic Sudden Death
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,8,Sugar Song to Bitter Step
17-03-2017,No Tour Data,EX THEATER ROPPONGI,Tokyo,9,Chandelier Waltz
18-02-2017,No Tour Data,club-G,Gifu,1,Serenade ga Tomaranai
18-02-2017,No Tour Data,club-G,Gifu,2,Sanpo Saki My Life
18-02-2017,No Tour Data,club-G,Gifu,3,Sugar Song to Bitter Step
18-02-2017,No Tour Data,club-G,Gifu,4,Otonoba Chukan Shiken
18-02-2017,No Tour Data,club-G,Gifu,5,Tengoku to Jigoku
18-02-2017,No Tour Data,club-G,Gifu,6,Mikansei Daisy
18-02-2017,No Tour Data,club-G,Gifu,7,Atorakushon ga Hajimaru (they call it “NO.6”)
18-02-2017,No Tour Data,club-G,Gifu,8,Full Color Program
18-02-2017,No Tour Data,club-G,Gifu,9,MR. Andy
18-02-2017,No Tour Data,club-G,Gifu,10,Cheap Cheap Endroll
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,1,Fool on the planet
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,2,Siren in the Spy
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,3,Shoegazer Speaker
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,4,Sakura no Ato (all quartets lead to the?)
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,5,Ride on Time
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,6,Momai termination
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,7,RUNNERS HIGH REPRISE
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,8,"kid, I like quartet"
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,9,Sugar Song to Bitter Step
26-01-2017,No Tour Data,Zepp DiverCity (TOKYO),Tokyo,10,Otonoba Chukan Shiken
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,1,Pandemic Sudden Death
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,2,Full Color Program
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,3,mix juice no Iutouri
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,4,Bachigai Hummingbird
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,5,Tengoku to Jigoku
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,6,Tasogare in the Spy
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,7,Atorakushon ga Hajimaru (they call it “NO.6”)
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,8,Sugar Song to Bitter Step
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,9,Hakoniwa Rock Show
30-12-2016,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,10,Otonoba Chukan Shiken
28-12-2016,No Tour Data,Intex Osaka,Osaka,1,Sakura no Ato (all quartets lead to the?)
28-12-2016,No Tour Data,Intex Osaka,Osaka,2,Chandelier Waltz
28-12-2016,No Tour Data,Intex Osaka,Osaka,3,BUSTER DICE MISERY
28-12-2016,No Tour Data,Intex Osaka,Osaka,4,Bachigai Hummingbird
28-12-2016,No Tour Data,Intex Osaka,Osaka,5,mix juice no Iutouri
28-12-2016,No Tour Data,Intex Osaka,Osaka,6,Linear Blue wo Kikinagara
28-12-2016,No Tour Data,Intex Osaka,Osaka,7,Sugar Song to Bitter Step
28-12-2016,No Tour Data,Intex Osaka,Osaka,8,Cheap Cheap Endroll
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,1,Aerial Alien
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,2,Atorakushon ga Hajimaru (they call it “NO.6”)
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,3,Bachigai Hummingbird
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,4,Orion wo Nazoru
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,5,"Majority Report (darling, I love you)"
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,6,"Minority Report (darling, I love you)"
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,7,Miss. Sandy
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,8,Pandemic Sudden Death
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,9,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo"
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,10,Kimi wa Tomodachi
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,11,Toushindai no Chikyu
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,12,Tengoku to Jigoku
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,13,mix juice no Iutouri
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,14,BUSTER DICE MISERY
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,15,Otonoba Chukan Shiken
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,16,Sugar Song to Bitter Step
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,17,Chandelier Waltz
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,18,Cheap Cheap Endroll
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,19,Tettoutetsubi Yonayona Drive
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,20,MIDNIGHT JUNGLE
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,21,Friday Novels
24-12-2016,Dr.Izzy,Music Town Oto Ichiba,Okinawa,22,Sakura no Ato (all quartets lead to the?)
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,1,Aerial Alien
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,2,Atorakushon ga Hajimaru (they call it “NO.6”)
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,3,Bachigai Hummingbird
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,4,"Majority Report (darling, I love you)"
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,5,"Minority Report (darling, I love you)"
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,6,Miss. Sandy
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,7,23:25
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,8,Pandemic Sudden Death
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,9,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo"
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,10,Kimi wa Tomodachi
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,11,Toushindai no Chikyu
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,12,Tengoku to Jigoku
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,13,mix juice no Iutouri
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,14,Drum Solo
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,15,BUSTER DICE MISERY
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,16,Otonoba Chukan Shiken
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,17,Sugar Song to Bitter Step
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,18,Tettoutetsubi Yonayona Drive
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,19,Cheap Cheap Endroll
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,20,Chandelier Waltz
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,21,MIDNIGHT JUNGLE
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,22,Friday Novels
16-12-2016,Dr.Izzy,Ichikawa-shi Bunka Kaikan,Ichikawa,23,Sakura no Ato (all quartets lead to the?)
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,1,Aerial Alien
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,2,Atorakushon ga Hajimaru (they call it “NO.6”)
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,3,Bachigai Hummingbird
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,4,"Majority Report (darling, I love you)"
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,5,"Minority Report (darling, I love you)"
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,6,Miss. Sandy
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,7,Orion wo Nazoru
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,8,Pandemic Sudden Death
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,9,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo"
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,10,Kimi wa Tomodachi
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,11,Toushindai no Chikyu
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,12,Chandelier Waltz
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,13,mix juice no Iutouri
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,14,Drum Solo
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,15,BUSTER DICE MISERY
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,16,Otonoba Chukan Shiken
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,17,Sugar Song to Bitter Step
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,18,Tettoutetsubi Yonayona Drive
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,19,Cheap Cheap Endroll
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,20,Tengoku to Jigoku
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,21,MIDNIGHT JUNGLE
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,22,Friday Novels
11-12-2016,Dr.Izzy,Tochigi-ken Sougou Bunka Center,Utsunomiya,23,Sakura no Ato (all quartets lead to the?)
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,1,Aerial Alien
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,2,Atorakushon ga Hajimaru (they call it “NO.6”)
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,3,Bachigai Hummingbird
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,4,"Majority Report (darling, I love you)"
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,5,"Minority Report (darling, I love you)"
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,6,Miss. Sandy
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,7,Linear Blue wo Kikinagara
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,8,Pandemic Sudden Death
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,9,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo"
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,10,Kimi wa Tomodachi
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,11,Toushindai no Chikyu
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,12,Chandelier Waltz
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,13,mix juice no Iutouri
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,14,Drum Solo
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,15,BUSTER DICE MISERY
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,16,Otonoba Chukan Shiken
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,17,Sugar Song to Bitter Step
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,18,Tettoutetsubi Yonayona Drive
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,19,Cheap Cheap Endroll
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,20,Tengoku to Jigoku
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,21,MIDNIGHT JUNGLE
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,22,Friday Novels
09-12-2016,Dr.Izzy,Oomiya Sonic City,Saitama,23,Sakura no Ato (all quartets lead to the?)
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,1,Aerial Alien
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,2,Atorakushon ga Hajimaru (they call it “NO.6”)
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,3,Bachigai Hummingbird
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,4,Linear Blue wo Kikinagara
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,5,"Majority Report (darling, I love you)"
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,6,"Minority Report (darling, I love you)"
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,7,Miss. Sandy
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,8,Pandemic Sudden Death
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,9,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo"
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,10,Kimi wa Tomodachi
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,11,Toushindai no Chikyu
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,12,Tengoku to Jigoku
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,13,mix juice no Iutouri
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,14,Drum Solo
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,15,BUSTER DICE MISERY
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,16,Otonoba Chukan Shiken
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,17,Sugar Song to Bitter Step
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,18,Chandelier Waltz
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,19,Cheap Cheap Endroll
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,20,Tettoutetsubi Yonayona Drive
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,21,MIDNIGHT JUNGLE
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,22,Friday Novels
06-12-2016,Dr.Izzy,ROHM Theatre Kyoto,Kyoto,23,Sakura no Ato (all quartets lead to the?)
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,1,Aerial Alien
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,2,Atorakushon ga Hajimaru (they call it “NO.6”)
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,3,Bachigai Hummingbird
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,4,Linear Blue wo Kikinagara
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,5,"Majority Report (darling, I love you)"
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,6,"Minority Report (darling, I love you)"
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,7,Miss. Sandy
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,8,Pandemic Sudden Death
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,9,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo"
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,10,Kimi wa Tomodachi
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,11,Toushindai no Chikyu
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,12,Tengoku to Jigoku
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,13,mix juice no Iutouri
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,14,Drum Solo
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,15,BUSTER DICE MISERY
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,16,Otonoba Chukan Shiken
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,17,Sugar Song to Bitter Step
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,18,Chandelier Waltz
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,19,Cheap Cheap Endroll
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,20,Tettoutetsubi Yonayona Drive
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,21,MIDNIGHT JUNGLE
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,22,Friday Novels
05-12-2016,Dr.Izzy,Kobe Kokusai Kaikan,Kobe,23,Sakura no Ato (all quartets lead to the?)
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,1,Aerial Alien
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,2,Atorakushon ga Hajimaru (they call it “NO.6”)
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,3,Bachigai Hummingbird
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,4,Linear Blue wo Kikinagara
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,5,"Majority Report (darling, I love you)"
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,6,"Minority Report (darling, I love you)"
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,7,Miss. Sandy
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,8,Pandemic Sudden Death
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,9,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo"
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,10,Kimi wa Tomodachi
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,11,Toushindai no Chikyu
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,12,23:25
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,13,mix juice no Iutouri
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,14,Drum Solo
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,15,BUSTER DICE MISERY
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,16,Otonoba Chukan Shiken
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,17,Sugar Song to Bitter Step
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,18,Chandelier Waltz
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,19,Cheap Cheap Endroll
01-12-2016,Dr.Izzy,"Nippon Tokushu Tougyou Shimin Kaikan, Forest Hall",Nagoya,20,Tettoutetsubi Yonayona Drive
