曲A(前),曲B(後),繋ぎ公演数,全公演での発生割合,繋ぎツアー数,全ツアーでの発生割合
Atorakushon ga Hajimaru (they call it “NO.6”),Full Color Program,1,0.0009182736455463728,0,0.0
MR. Andy,Cheap Cheap Endroll,1,0.0009182736455463728,0,0.0
Coffee Cup Syndrome,Searchlight,1,0.0009182736455463728,0,0.0
Ryusei no Squall,Gyakuten Sayonara,1,0.0009182736455463728,0,0.0
Searchlight,Master Volume,1,0.0009182736455463728,0,0.0
Karakuri Karukare,Searchlight,1,0.0009182736455463728,0,0.0
Mikansei Daisy,Haru ga Kite Bokura,1,0.0009182736455463728,0,0.0
Chaos ga Kiwamaru,Mikansei Daisy,1,0.0009182736455463728,0,0.0
Nani ka ga Kawari So,Chaos ga Kiwamaru,2,0.0018365472910927456,0,0.0
Instrumental Jam,Invisible Sensation,2,0.0018365472910927456,0,0.0
Pandemic Sudden Death,Instrumental Jam,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Pandemic Sudden Death,1,0.0009182736455463728,0,0.0
Karakuri Karukare,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
Sekai wa Fancy,Full Color Program,2,0.0018365472910927456,0,0.0
Enogu,Invisible Sensation,1,0.0009182736455463728,0,0.0
crazy birthday,Tettoutetsubi Yonayona Drive,2,0.0018365472910927456,0,0.0
Momai termination,23:25,1,0.0009182736455463728,0,0.0
Hakoniwa Rock Show,Momai termination,1,0.0009182736455463728,0,0.0
Ride on Time,Hakoniwa Rock Show,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Counter Identity,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,CAPACITY Koeru,2,0.0018365472910927456,0,0.0
Kimi no Moto e,Kimagure Zattou,1,0.0009182736455463728,0,0.0
Protract Countdown,Kimi no Moto e,1,0.0009182736455463728,0,0.0
Coffee Cup Syndrome,Protract Countdown,1,0.0009182736455463728,0,0.0
Chaos ga Kiwamaru,Hatch I need,2,0.0018365472910927456,0,0.0
Light Flat,Hitori Omou wa Ame no Naka,1,0.0009182736455463728,0,0.0
Coffee Cup Syndrome,Light Flat,1,0.0009182736455463728,0,0.0
Full Color Program,Coffee Cup Syndrome,2,0.0018365472910927456,0,0.0
Galileo no Showcase,Clover,1,0.0009182736455463728,0,0.0
Deirai Kyousou Gakudan,5-bu-go no Stardust,1,0.0009182736455463728,0,0.0
Hakoniwa Rock Show,Bachigai Hummingbird,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Hakoniwa Rock Show,1,0.0009182736455463728,0,0.0
MR. Andy,Sakura no Ato (all quartets lead to the?),3,0.0027548209366391185,0,0.0
Cross Heart 1 Gousen (Advantage In a Long Time),MR. Andy,1,0.0009182736455463728,0,0.0
Chandelier Waltz,Cross Heart 1 Gousen (Advantage In a Long Time),1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Linear Blue wo Kikinagara,1,0.0009182736455463728,0,0.0
Pandemic Sudden Death,Tengoku to Jigoku,2,0.0018365472910927456,0,0.0
MR. Andy,harmonized finale,2,0.0018365472910927456,0,0.0
Tameiki shooting the MOON,MR. Andy,1,0.0009182736455463728,0,0.0
Sugar Song to Bitter Step,Tameiki shooting the MOON,1,0.0009182736455463728,0,0.0
Master Volume,"kid, I like quartet",2,0.0018365472910927456,0,0.0
Sora no Tobikata,WINDOW Akeru,2,0.0018365472910927456,0,0.0
Hakoniwa Rock Show,Pandemic Sudden Death,1,0.0009182736455463728,0,0.0
Worldwide Supergirl,Cross Heart 1 Gousen (Advantage In a Long Time),1,0.0009182736455463728,0,0.0
Hitori Omou wa Ame no Naka,Master Volume,1,0.0009182736455463728,0,0.0
Hatch I need,Millennium Happy Chainsaw Edge,2,0.0018365472910927456,0,0.0
cody beats,Messenger From Zen Sekai,1,0.0009182736455463728,0,0.0
Millennium Happy Chainsaw Edge,Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
Ryusei Zenya,Ryusei Kouro,1,0.0009182736455463728,0,0.0
Coffee Cup Syndrome,Scarsdale,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,Coffee Cup Syndrome,1,0.0009182736455463728,0,0.0
Kirai = Kirai,Clover,1,0.0009182736455463728,0,0.0
Toushindai no Chikyu,Kirai = Kirai,1,0.0009182736455463728,0,0.0
Childhood Supernova,Toushindai no Chikyu,1,0.0009182736455463728,0,0.0
Counter Identity,Mizu to Ame ni Tsuite,1,0.0009182736455463728,0,0.0
Messenger From Zen Sekai,Sanpo Saki My Life,1,0.0009182736455463728,0,0.0
23:25,Mizu to Ame ni Tsuite,2,0.0018365472910927456,0,0.0
Serenade ga Tomaranai,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,0,0.0
Airabuniju,Kimi no Moto e,1,0.0009182736455463728,0,0.0
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Ride on Time,CAPACITY Koeru,1,0.0009182736455463728,0,0.0
"kid, I like quartet",Master Volume,1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,cody beats,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,Sayonara Dai Kyu Wakusei,1,0.0009182736455463728,0,0.0
Full Color Program,Counter Identity,1,0.0009182736455463728,0,0.0
meet the world time,Full Color Program,1,0.0009182736455463728,0,0.0
Kimi no Hitomi ni Koishi Tenai,Nagareboshi wo Uchi Otose,2,0.0018365472910927456,0,0.0
Searchlight,WINDOW Akeru,2,0.0018365472910927456,0,0.0
"kid, I like quartet",Ride on Time,1,0.0009182736455463728,0,0.0
Ride on Time,Scarsdale,1,0.0009182736455463728,0,0.0
Sentimental Period,Radial Night Chaser,1,0.0009182736455463728,0,0.0
Shupurehikouru ~Sekai ga Owaru Mae ni~,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Shupurehikouru ~Sekai ga Owaru Mae ni~,1,0.0009182736455463728,0,0.0
Mikansei Daisy,Airabuniju,1,0.0009182736455463728,0,0.0
Counter Identity,Mikansei Daisy,1,0.0009182736455463728,0,0.0
cody beats,CAPACITY Koeru,2,0.0018365472910927456,0,0.0
"kid, I like quartet",cody beats,1,0.0009182736455463728,0,0.0
Dance Party,MR. Andy,1,0.0009182736455463728,0,0.0
Tettoutetsubi Yonayona Drive,Dance Party,1,0.0009182736455463728,0,0.0
Galileo no Showcase,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,0,0.0
mouth to mouse(sent you),Tsuki to Tenbin,1,0.0009182736455463728,0,0.0
Chaos ga Kiwamaru,mouth to mouse(sent you),1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Chaos ga Kiwamaru,1,0.0009182736455463728,0,0.0
"10% roll, 10% romance",Orion wo Nazoru,2,0.0018365472910927456,0,0.0
Sentimental Period,"10% roll, 10% romance",1,0.0009182736455463728,0,0.0
Sekai wa Fancy,"kid, I like quartet",1,0.0009182736455463728,0,0.0
Karakuri Karukare,Sekai wa Fancy,1,0.0009182736455463728,0,0.0
Phantom Joke,Karakuri Karukare,1,0.0009182736455463728,0,0.0
Sayonara Summer Time Machine,Phantom Joke,1,0.0009182736455463728,0,0.0
Invisible Sensation,Sayonara Summer Time Machine,1,0.0009182736455463728,0,0.0
Radial Night Chaser,Nani ka ga Kawari So,1,0.0009182736455463728,0,0.0
Master Volume,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,0,0.0
WINDOW Akeru,Bachigai Hummingbird,2,0.0018365472910927456,0,0.0
Pandemic Sudden Death,Master Volume,1,0.0009182736455463728,0,0.0
Ai wa Kitto,MR. Andy,1,0.0009182736455463728,0,0.0
mouth to mouse(sent you),Ai wa Kitto,1,0.0009182736455463728,0,0.0
Sentimental Period,mouth to mouse(sent you),1,0.0009182736455463728,0,0.0
Tsuki to Tenbin,MR. Andy,2,0.0018365472910927456,0,0.0
Mizu to Ame ni Tsuite,Tsuki to Tenbin,1,0.0009182736455463728,0,0.0
Instrumental Jam,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Haru ga Kite Bokura,Instrumental Jam,1,0.0009182736455463728,0,0.0
Momai termination,Tengoku to Jigoku,2,0.0018365472910927456,0,0.0
Miss. Sandy,Momai termination,1,0.0009182736455463728,0,0.0
Childhood Supernova,Miss. Sandy,1,0.0009182736455463728,0,0.0
crazy birthday,Cheap Cheap Endroll,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,Pandemic Sudden Death,1,0.0009182736455463728,0,0.0
Chandelier Waltz,cody beats,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Worldwide Supergirl,2,0.0018365472910927456,0,0.0
Counter Identity,Clover,1,0.0009182736455463728,0,0.0
Galileo no Showcase,Ride on Time,1,0.0009182736455463728,0,0.0
Deirai Kyousou Gakudan,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",1,0.0009182736455463728,0,0.0
cody beats,Own Civilization (nano‐mile met),1,0.0009182736455463728,0,0.0
Own Civilization (nano‐mile met),Pandemic Sudden Death,1,0.0009182736455463728,0,0.0
Tettoutetsubi Yonayona Drive,Tameiki shooting the MOON,1,0.0009182736455463728,0,0.0
Worldwide Supergirl,WINDOW Akeru,1,0.0009182736455463728,0,0.0
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,WINDOW Akeru,1,0.0009182736455463728,0,0.0
Clover,Snow Reverse,1,0.0009182736455463728,0,0.0
instant EGOIST,"Yuunagi, Ensemble",1,0.0009182736455463728,0,0.0
Kirai = Kirai,Sanpo Saki My Life,1,0.0009182736455463728,0,0.0
CAPACITY Koeru,Kirai = Kirai,1,0.0009182736455463728,0,0.0
Full Color Program,CAPACITY Koeru,1,0.0009182736455463728,0,0.0
Another World,Full Color Program,2,0.0018365472910927456,0,0.0
Andromeda,Another World,1,0.0009182736455463728,0,0.0
Counter Identity,cody beats,2,0.0018365472910927456,0,0.0
Snow Answer,Hakoniwa Rock Show,1,0.0009182736455463728,0,0.0
Gyakuten Sayonara,Snow Answer,1,0.0009182736455463728,0,0.0
Scarsdale,Gyakuten Sayonara,2,0.0018365472910927456,0,0.0
Sentimental Period,Light Flat,1,0.0009182736455463728,0,0.0
Ryusei Kouro,Another World,1,0.0009182736455463728,0,0.0
Hakoniwa Rock Show,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,0,0.0
Sawarenai Uta,Hakoniwa Rock Show,1,0.0009182736455463728,0,0.0
Boujaku no Charisma,Sakura no Ato (all quartets lead to the?),2,0.0018365472910927456,0,0.0
Sanpo Saki My Life,Boujaku no Charisma,1,0.0009182736455463728,0,0.0
Ride on Time,23:25,1,0.0009182736455463728,0,0.0
Protract Countdown,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
WINDOW Akeru,Protract Countdown,1,0.0009182736455463728,0,0.0
Light Flat,Clover,1,0.0009182736455463728,0,0.0
Snow Reverse,over driver,1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Nani ka ga Kawari So,2,0.0018365472910927456,0,0.0
Master Volume,Childhood Supernova,1,0.0009182736455463728,0,0.0
Millennium Happy Chainsaw Edge,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Chaos ga Kiwamaru,Millennium Happy Chainsaw Edge,1,0.0009182736455463728,0,0.0
Childhood Supernova,Haru ga Kite Bokura,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Kimi no Hitomi ni Koishi Tenai,4,0.0036730945821854912,0,0.0
"10% roll, 10% romance",Gyakuten Sayonara,1,0.0009182736455463728,0,0.0
23:25,Tengoku to Jigoku,2,0.0018365472910927456,0,0.0
"Majority Report (darling, I love you)",Sugar Song to Bitter Step,1,0.0009182736455463728,0,0.0
Serenade ga Tomaranai,"Majority Report (darling, I love you)",1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Serenade ga Tomaranai,3,0.0027548209366391185,0,0.0
"Yuunagi, Ensemble",Mizu to Ame ni Tsuite,1,0.0009182736455463728,0,0.0
Deirai Kyousou Gakudan,"Yuunagi, Ensemble",1,0.0009182736455463728,0,0.0
Another World,Karakuri Karukare,1,0.0009182736455463728,0,0.0
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",Master Volume,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Sanpo Saki My Life,1,0.0009182736455463728,0,0.0
Full Color Program,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Chandelier Waltz,Hakoniwa Rock Show,1,0.0009182736455463728,0,0.0
Friday Novels,"10% roll, 10% romance",1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,Chandelier Waltz,1,0.0009182736455463728,0,0.0
"kid, I like quartet",Sayonara Dai Kyu Wakusei,1,0.0009182736455463728,0,0.0
Kimi no Hitomi ni Koishi Tenai,Friday Novels,1,0.0009182736455463728,0,0.0
Momai termination,Chaos ga Kiwamaru,1,0.0009182736455463728,0,0.0
Siren in the Spy,Fiction Freak Crisis,1,0.0009182736455463728,0,0.0
cody beats,"10% roll, 10% romance",1,0.0009182736455463728,0,0.0
Cheap Cheap Endroll,Sekai wa Fancy,1,0.0009182736455463728,0,0.0
23:25,Phantom Joke,1,0.0009182736455463728,0,0.0
Phantom Joke,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Chandelier Waltz,instant EGOIST,1,0.0009182736455463728,0,0.0
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",Chandelier Waltz,1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Sentimental Period,1,0.0009182736455463728,0,0.0
Sawarenai Uta,Sakura no Ato (all quartets lead to the?),3,0.0027548209366391185,0,0.0
Sugar Song to Bitter Step,Sawarenai Uta,1,0.0009182736455463728,0,0.0
"kid, I like quartet",Worldwide Supergirl,1,0.0009182736455463728,0,0.0
Drum Solo,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
"10% roll, 10% romance",Drum Solo,1,0.0009182736455463728,0,0.0
harmonized finale,cody beats,1,0.0009182736455463728,0,0.0
instant EGOIST,Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
Mizu to Ame ni Tsuite,harmonized finale,1,0.0009182736455463728,0,0.0
Haru ga Kite Bokura,Mizu to Ame ni Tsuite,1,0.0009182736455463728,0,0.0
Tasogare in the Spy,Haru ga Kite Bokura,1,0.0009182736455463728,0,0.0
"Catch up, latency",Program continued,1,0.0009182736455463728,0,0.0
Counter Identity,"Catch up, latency",1,0.0009182736455463728,0,0.0
Otonoba Chukan Shiken,Counter Identity,1,0.0009182736455463728,0,0.0
"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",Instrumental Jam,1,0.0009182736455463728,0,0.0
Invisible Sensation,"8-Gatsu, Hirunaka no Nagareboshi to Hikouki-Gumo",1,0.0009182736455463728,0,0.0
Linear Blue wo Kikinagara,Invisible Sensation,1,0.0009182736455463728,0,0.0
instant EGOIST,Linear Blue wo Kikinagara,1,0.0009182736455463728,0,0.0
Ryusei no Squall,instant EGOIST,1,0.0009182736455463728,0,0.0
Linear Blue wo Kikinagara,Kimi no Moto e,2,0.0018365472910927456,0,0.0
cody beats,Toushindai no Chikyu,1,0.0009182736455463728,0,0.0
23:25,Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
fake town baby,23:25,1,0.0009182736455463728,0,0.0
Toushindai no Chikyu,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
23:25,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Tameiki shooting the MOON,Ride on Time,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,harmonized finale,1,0.0009182736455463728,0,0.0
Master Volume,Nagareboshi wo Uchi Otose,1,0.0009182736455463728,0,0.0
Pandemic Sudden Death,Full Color Program,1,0.0009182736455463728,0,0.0
Full Color Program,mix juice no Iutouri,1,0.0009182736455463728,0,0.0
mix juice no Iutouri,Bachigai Hummingbird,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Tasogare in the Spy,1,0.0009182736455463728,0,0.0
Tasogare in the Spy,Atorakushon ga Hajimaru (they call it “NO.6”),1,0.0009182736455463728,0,0.0
Signal ABC,Santa Claus wa Juutai-chuu,1,0.0009182736455463728,0,0.0
Mikazuki no Yoru no Mannaka,Signal ABC,1,0.0009182736455463728,0,0.0
flat song,Mikazuki no Yoru no Mannaka,1,0.0009182736455463728,0,0.0
Pistol Galaxy,flat song,1,0.0009182736455463728,0,0.0
Seku x Kara x Shisonzuuru,over driver,1,0.0009182736455463728,0,0.0
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
fake town baby,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,1,0.0009182736455463728,0,0.0
Haru ga Kite Bokura,BUSTER DICE MISERY,1,0.0009182736455463728,0,0.0
Siren in the Spy,Toushindai no Chikyu,2,0.0018365472910927456,0,0.0
Hakoniwa Rock Show,Otonoba Chukan Shiken,1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,Light Flat,1,0.0009182736455463728,0,0.0
"Catch up, latency",Fiction Freak Crisis,1,0.0009182736455463728,0,0.0
WINDOW Akeru,fake town baby,1,0.0009182736455463728,0,0.0
Kimi no Hitomi ni Koishi Tenai,Ryusei no Squall,1,0.0009182736455463728,0,0.0
Chandelier Waltz,Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
Ohitoyoshi Chameleom,Chandelier Waltz,1,0.0009182736455463728,0,0.0
Nagareboshi wo Uchi Otose,Full Color Program,1,0.0009182736455463728,0,0.0
Counter Identity,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Airabuniju,Master Volume,1,0.0009182736455463728,0,0.0
Ride on Time,Airabuniju,2,0.0018365472910927456,0,0.0
cody beats,Ride on Time,3,0.0027548209366391185,0,0.0
Full Color Program,Chandelier Waltz,1,0.0009182736455463728,0,0.0
Hakoniwa Rock Show,Drum Solo,1,0.0009182736455463728,0,0.0
Ito,Hakoniwa Rock Show,1,0.0009182736455463728,0,0.0
to the CIDER ROAD,Ito,1,0.0009182736455463728,0,0.0
MR. Andy,to the CIDER ROAD,1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,23:25,1,0.0009182736455463728,0,0.0
Itsuka no Shounen,Sanpo Saki My Life,1,0.0009182736455463728,0,0.0
Light Flat,Itsuka no Shounen,1,0.0009182736455463728,0,0.0
"Manatsu no Kosen,  Shonen Jidai no Omokage",5-bu-go no Stardust,1,0.0009182736455463728,0,0.0
Counter Identity,"Manatsu no Kosen,  Shonen Jidai no Omokage",1,0.0009182736455463728,0,0.0
5-bu-go no Stardust,Deirai Kyousou Gakudan,1,0.0009182736455463728,0,0.0
Toushindai no Chikyu,Scarsdale,1,0.0009182736455463728,0,0.0
cody beats,Master Volume,1,0.0009182736455463728,0,0.0
RUNNERS HIGH REPRISE,"kid, I like quartet",1,0.0009182736455463728,0,0.0
Momai termination,RUNNERS HIGH REPRISE,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Ride on Time,1,0.0009182736455463728,0,0.0
Siren in the Spy,Shoegazer Speaker,1,0.0009182736455463728,0,0.0
Fool on the planet,Siren in the Spy,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,"kid, I like quartet",1,0.0009182736455463728,0,0.0
harmonized finale,Nagareboshi wo Uchi Otose,1,0.0009182736455463728,0,0.0
Full Color Program,Worldwide Supergirl,1,0.0009182736455463728,0,0.0
crazy birthday,Chandelier Waltz,1,0.0009182736455463728,0,0.0
WINDOW Akeru,Sekai wa Fancy,1,0.0009182736455463728,0,0.0
Chandelier Waltz,Sanpo Saki My Life,1,0.0009182736455463728,0,0.0
Sanpo Saki My Life,Linear Blue wo Kikinagara,1,0.0009182736455463728,0,0.0
Tettoutetsubi Yonayona Drive,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
instant EGOIST,like coffee no Omajinai,1,0.0009182736455463728,0,0.0
Linear Blue wo Kikinagara,Otonoba Chukan Shiken,1,0.0009182736455463728,0,0.0
Sanpo Saki My Life,Karakuri Karukare,1,0.0009182736455463728,0,0.0
Karakuri Karukare,Sora no Tobikata,1,0.0009182736455463728,0,0.0
Master Volume,Counter Identity,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Bachigai Hummingbird,1,0.0009182736455463728,0,0.0
fake town baby,"10% roll, 10% romance",1,0.0009182736455463728,0,0.0
Childhood Supernova,Mizu to Ame ni Tsuite,1,0.0009182736455463728,0,0.0
Sora no Tobikata,Childhood Supernova,1,0.0009182736455463728,0,0.0
MR. Andy,Hitori Omou wa Ame no Naka,1,0.0009182736455463728,0,0.0
Toushindai no Chikyu,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",1,0.0009182736455463728,0,0.0
Snow Reverse,Toushindai no Chikyu,1,0.0009182736455463728,0,0.0
Chandelier Waltz,Ride on Time,1,0.0009182736455463728,0,0.0
Messenger From Zen Sekai,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Mikansei Daisy,crazy birthday,1,0.0009182736455463728,0,0.0
Linear Blue wo Kikinagara,Sanpo Saki My Life,1,0.0009182736455463728,0,0.0
Millennium Happy Chainsaw Edge,Sugar Song to Bitter Step,1,0.0009182736455463728,0,0.0
kaleido proud fiesta,Hatch I need,2,0.0018365472910927456,0,0.0
Phantom Joke,Natsukage Tail Light,1,0.0009182736455463728,0,0.0
Sekai wa Fancy,Phantom Joke,1,0.0009182736455463728,0,0.0
Snow Reverse,Koko de Atta ga Kemonomichi,1,0.0009182736455463728,0,0.0
Koko de Atta ga Kemonomichi,Radial Night Chaser,1,0.0009182736455463728,0,0.0
Radial Night Chaser,"Catch up, latency",2,0.0018365472910927456,0,0.0
UNO Story,Counter Identity,1,0.0009182736455463728,0,0.0
Mizu to Ame ni Tsuite,"kid, I like quartet",1,0.0009182736455463728,0,0.0
Protract Countdown,Scarsdale,1,0.0009182736455463728,0,0.0
Galileo no Showcase,Deirai Kyousou Gakudan,1,0.0009182736455463728,0,0.0
Deirai Kyousou Gakudan,Snow Reverse,1,0.0009182736455463728,0,0.0
Snow Reverse,"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",1,0.0009182736455463728,0,0.0
Siren in the Spy,Worldwide Supergirl,1,0.0009182736455463728,0,0.0
Orion wo Nazoru,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,1,0.0009182736455463728,0,0.0
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Momai termination,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Silent Libre Mirage,1,0.0009182736455463728,0,0.0
Silent Libre Mirage,Airabuniju,1,0.0009182736455463728,0,0.0
Introduction,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
Kakurenbo,Instrumental Jam,1,0.0009182736455463728,0,0.0
MR. Andy,Kakurenbo,1,0.0009182736455463728,0,0.0
Ride on Time,MR. Andy,1,0.0009182736455463728,0,0.0
Galileo no Showcase,Instrumental Jam,1,0.0009182736455463728,0,0.0
Cyborg 99%,Galileo no Showcase,1,0.0009182736455463728,0,0.0
mix juice no Iutouri,Cyborg 99%,1,0.0009182736455463728,0,0.0
Hakoniwa Rock Show,"Yuunagi, Ensemble",1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,crazy birthday,1,0.0009182736455463728,0,0.0
Serenade ga Tomaranai,MR. Andy,1,0.0009182736455463728,0,0.0
Fool on the planet,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
Worldwide Supergirl,Pandemic Sudden Death,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Mekator Jikuu Tankentai,1,0.0009182736455463728,0,0.0
Ride on Time,Mizu to Ame ni Tsuite,1,0.0009182736455463728,0,0.0
Instrumental Jam,5%,1,0.0009182736455463728,0,0.0
kaleido proud fiesta,Simple Simple Anecdote,1,0.0009182736455463728,0,0.0
5%,Sayonara Dai Kyu Wakusei,1,0.0009182736455463728,0,0.0
meet the world time,MR. Andy,1,0.0009182736455463728,0,0.0
"kid, I like quartet",meet the world time,1,0.0009182736455463728,0,0.0
Fiction Freak Crisis,Ride on Time,1,0.0009182736455463728,0,0.0
Invisible Sensation,Fiction Freak Crisis,1,0.0009182736455463728,0,0.0
Nagareboshi wo Uchi Otose,Invisible Sensation,1,0.0009182736455463728,0,0.0
Haru ga Kite Bokura,Nagareboshi wo Uchi Otose,1,0.0009182736455463728,0,0.0
SHORT CUTTER!,Sugar Song to Bitter Step,1,0.0009182736455463728,0,0.0
Sawarenai Uta,SHORT CUTTER!,1,0.0009182736455463728,0,0.0
Instrumental Jam,Sawarenai Uta,1,0.0009182736455463728,0,0.0
Black Market Blues,Instrumental Jam,1,0.0009182736455463728,0,0.0
Atarashii Hikari,Black Market Blues,1,0.0009182736455463728,0,0.0
Tettoutetsubi Yonayona Drive,Atarashii Hikari,1,0.0009182736455463728,0,0.0
Instrumental Jam,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,0,0.0
Snatchaway,Instrumental Jam,1,0.0009182736455463728,0,0.0
Instrumental Jam,Snatchaway,1,0.0009182736455463728,0,0.0
mix juice no Iutouri,Ride on Time,1,0.0009182736455463728,0,0.0
Momai termination,Instrumental Jam,1,0.0009182736455463728,0,0.0
Ride on Time,"10% roll, 10% romance",1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,Deirai Kyousou Gakudan,1,0.0009182736455463728,0,0.0
Diver's High,Momai termination,1,0.0009182736455463728,0,0.0
Instrumental Jam,Diver's High,1,0.0009182736455463728,0,0.0
Shiori,Drum Solo,1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,Shiori,1,0.0009182736455463728,0,0.0
Simple Simple Anecdote,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
"Catch up, latency",kaleido proud fiesta,1,0.0009182736455463728,0,0.0
Program continued,Phantom Joke,1,0.0009182736455463728,0,0.0
Nagareboshi wo Uchi Otose,Master Volume,1,0.0009182736455463728,0,0.0
Kimi no Moto e,flat song,1,0.0009182736455463728,0,0.0
Drum Solo,Paradise Has No Border,1,0.0009182736455463728,0,0.0
Shoegazer Speaker,Drum Solo,1,0.0009182736455463728,0,0.0
Cheap Cheap Endroll,Shoegazer Speaker,1,0.0009182736455463728,0,0.0
RUNNERS HIGH,Cheap Cheap Endroll,1,0.0009182736455463728,0,0.0
Instrumental Jam,RUNNERS HIGH,1,0.0009182736455463728,0,0.0
Namida ga Koboretara,Chandelier Waltz,1,0.0009182736455463728,0,0.0
BUSTER DICE MISERY,Namida ga Koboretara,1,0.0009182736455463728,0,0.0
Full Color Program,Instrumental Jam,1,0.0009182736455463728,0,0.0
Instrumental Jam,Full Color Program,1,0.0009182736455463728,0,0.0
WINDOW Akeru,Instrumental Jam,1,0.0009182736455463728,0,0.0
Shigaru,WINDOW Akeru,1,0.0009182736455463728,0,0.0
Instrumental Jam,Shigaru,1,0.0009182736455463728,0,0.0
S.S,Instrumental Jam,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,S.S,1,0.0009182736455463728,0,0.0
harmonized finale,Bachigai Hummingbird,2,0.0018365472910927456,0,0.0
crazy birthday,Tameiki shooting the MOON,1,0.0009182736455463728,0,0.0
MR. Andy,Toushindai no Chikyu,1,0.0009182736455463728,0,0.0
"Majority Report (darling, I love you)",CAPACITY Koeru,1,0.0009182736455463728,0,0.0
Aerial Alien,Ride on Time,1,0.0009182736455463728,0,0.0
